timestamp, ref_x, ref_y, ref_z, ref_vel_x, ref_vel_y, ref_vel_z, ref_acc_x, ref_acc_y, ref_acc_z, ref_quat_x, ref_quat_y, ref_quat_z, ref_quat_w
1741942372.729138741, 8.72709e-05, -0.000320087, 0.000111122, 0.00172912, -0.00634614, 0.00220662, 0.0226217, -0.0831369, 0.0290008, 0.00104733, 0.000285369, -2.98875e-07, 0.999999
1741942372.731136350, 8.72709e-05, -0.000320087, 0.000111122, 0.00172912, -0.00634614, 0.00220662, 0.0226217, -0.0831369, 0.0290008, 0.00104733, 0.000285369, -2.98875e-07, 0.999999
1741942372.733133033, 8.72709e-05, -0.000320087, 0.000111122, 0.00172912, -0.00634614, 0.00220662, 0.0226217, -0.0831369, 0.0290008, 0.00104733, 0.000285369, -2.98875e-07, 0.999999
1741942372.735133286, 8.72709e-05, -0.000320087, 0.000111122, 0.00172912, -0.00634614, 0.00220662, 0.0226217, -0.0831369, 0.0290008, 0.00155229, 0.000422409, -6.55701e-07, 0.999999
1741942372.737134422, 8.72709e-05, -0.000320087, 0.000111122, 0.00172912, -0.00634614, 0.00220662, 0.0226217, -0.0831369, 0.0290008, 0.00155229, 0.000422409, -6.55701e-07, 0.999999
1741942372.739132219, 8.72709e-05, -0.000320087, 0.000111122, 0.00172912, -0.00634614, 0.00220662, 0.0226217, -0.0831369, 0.0290008, 0.00155229, 0.000422409, -6.55701e-07, 0.999999
1741942372.741134376, 8.72709e-05, -0.000320087, 0.000111122, 0.00172912, -0.00634614, 0.00220662, 0.0226217, -0.0831369, 0.0290008, 0.00155229, 0.000422409, -6.55701e-07, 0.999999
1741942372.743135049, 8.72709e-05, -0.000320087, 0.000111122, 0.00172912, -0.00634614, 0.00220662, 0.0226217, -0.0831369, 0.0290008, 0.00155229, 0.000422409, -6.55701e-07, 0.999999
1741942372.745134789, 8.72709e-05, -0.000320087, 0.000111122, 0.00172912, -0.00634614, 0.00220662, 0.0226217, -0.0831369, 0.0290008, 0.00155229, 0.000422409, -6.55701e-07, 0.999999
1741942372.747134901, 8.72709e-05, -0.000320087, 0.000111122, 0.00172912, -0.00634614, 0.00220662, 0.0226217, -0.0831369, 0.0290008, 0.00155229, 0.000422409, -6.55701e-07, 0.999999
1741942372.749135050, 8.72709e-05, -0.000320087, 0.000111122, 0.00172912, -0.00634614, 0.00220662, 0.0226217, -0.0831369, 0.0290008, 0.00155229, 0.000422409, -6.55701e-07, 0.999999
1741942372.751138942, 0.000204937, -0.000752148, 0.000261529, 0.00303559, -0.011151, 0.00388556, 0.0295904, -0.108896, 0.0381111, 0.00155229, 0.000422409, -6.55701e-07, 0.999999
1741942372.753134603, 0.000204937, -0.000752148, 0.000261529, 0.00303559, -0.011151, 0.00388556, 0.0295904, -0.108896, 0.0381111, 0.00155229, 0.000422409, -6.55701e-07, 0.999999
1741942372.755134294, 0.000204937, -0.000752148, 0.000261529, 0.00303559, -0.011151, 0.00388556, 0.0295904, -0.108896, 0.0381111, 0.00155229, 0.000422409, -6.55701e-07, 0.999999
1741942372.757135206, 0.000204937, -0.000752148, 0.000261529, 0.00303559, -0.011151, 0.00388556, 0.0295904, -0.108896, 0.0381111, 0.00155229, 0.000422409, -6.55701e-07, 0.999999
1741942372.759135023, 0.000204937, -0.000752148, 0.000261529, 0.00303559, -0.011151, 0.00388556, 0.0295904, -0.108896, 0.0381111, 0.00155229, 0.000422409, -6.55701e-07, 0.999999
1741942372.761135386, 0.000204937, -0.000752148, 0.000261529, 0.00303559, -0.011151, 0.00388556, 0.0295904, -0.108896, 0.0381111, 0.00155229, 0.000422409, -6.55701e-07, 0.999999
1741942372.763139155, 0.000204937, -0.000752148, 0.000261529, 0.00303559, -0.011151, 0.00388556, 0.0295904, -0.108896, 0.0381111, 0.00155229, 0.000422409, -6.55701e-07, 0.999999
1741942372.765136110, 0.000204937, -0.000752148, 0.000261529, 0.00303559, -0.011151, 0.00388556, 0.0295904, -0.108896, 0.0381111, 0.00155229, 0.000422409, -6.55701e-07, 0.999999
1741942372.767134860, 0.000204937, -0.000752148, 0.000261529, 0.00303559, -0.011151, 0.00388556, 0.0295904, -0.108896, 0.0381111, 0.00155229, 0.000422409, -6.55701e-07, 0.999999
1741942372.769135598, 0.000204937, -0.000752148, 0.000261529, 0.00303559, -0.011151, 0.00388556, 0.0295904, -0.108896, 0.0381111, 0.00155229, 0.000422409, -6.55701e-07, 0.999999
1741942372.771135034, 0.000204937, -0.000752148, 0.000261529, 0.00303559, -0.011151, 0.00388556, 0.0295904, -0.108896, 0.0381111, 0.00155229, 0.000422409, -6.55701e-07, 0.999999
1741942372.773134758, 0.000204937, -0.000752148, 0.000261529, 0.00303559, -0.011151, 0.00388556, 0.0295904, -0.108896, 0.0381111, 0.00155229, 0.000422409, -6.55701e-07, 0.999999
1741942372.775134371, 0.000204937, -0.000752148, 0.000261529, 0.00303559, -0.011151, 0.00388556, 0.0295904, -0.108896, 0.0381111, 0.00155229, 0.000422409, -6.55701e-07, 0.999999
1741942372.777134729, 0.000204937, -0.000752148, 0.000261529, 0.00303559, -0.011151, 0.00388556, 0.0295904, -0.108896, 0.0381111, 0.00155229, 0.000422409, -6.55701e-07, 0.999999
1741942372.779135423, 0.000204937, -0.000752148, 0.000261529, 0.00303559, -0.011151, 0.00388556, 0.0295904, -0.108896, 0.0381111, 0.00155229, 0.000422409, -6.55701e-07, 0.999999
1741942372.781137065, 0.000204937, -0.000752148, 0.000261529, 0.00303559, -0.011151, 0.00388556, 0.0295904, -0.108896, 0.0381111, 0.00155229, 0.000422409, -6.55701e-07, 0.999999
1741942372.783134267, 0.000204937, -0.000752148, 0.000261529, 0.00303559, -0.011151, 0.00388556, 0.0295904, -0.108896, 0.0381111, 0.00155229, 0.000422409, -6.55701e-07, 0.999999
1741942372.785135706, 0.000204937, -0.000752148, 0.000261529, 0.00303559, -0.011151, 0.00388556, 0.0295904, -0.108896, 0.0381111, 0.00207494, 0.000563898, -1.17006e-06, 0.999998
1741942372.787134728, 0.000204937, -0.000752148, 0.000261529, 0.00303559, -0.011151, 0.00388556, 0.0295904, -0.108896, 0.0381111, 0.00207494, 0.000563898, -1.17006e-06, 0.999998
1741942372.789135172, 0.000204937, -0.000752148, 0.000261529, 0.00303559, -0.011151, 0.00388556, 0.0295904, -0.108896, 0.0381111, 0.00207494, 0.000563898, -1.17006e-06, 0.999998
